Suchbegriff,Titel,Beruf,Arbeitgeber,Ort,Region,Land,PLZ,Veröffentlicht am,Eintrittsdatum,URL
Sales Manager,"Sales Manager | Internationale IT Projekte | Französisch (m/w/d), DERMALOG Identificat...",Sales-Manager/in,DERMALOG Identification Systems GmbH,Hamburg,Hamburg,Deutschland,20148,2025-05-26,2025-05-26,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-Internationale-It-Projekte-Franzoesi-988067?cp=BA
Sales Manager,"Sales Manager (m/w/d) Online Marketing,Bamberg,Erlangen,Haßfurt,Forchheim",Sales-Manager/in,SELLWERK,Erlangen,Bayern,Deutschland,91052,2025-05-26,2025-05-26,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-Online-Marketing-903872?cp=BA
Sales Manager,Vertriebsmitarbeiter (m/w/d) als Area-Sales-Manager (m/w/d) für Online-Marketing im Außendienst,Außendienstmitarbeiter/in,Heise Media Service GmbH & Co. KG,Berlin,Berlin,Deutschland,10115,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250525-27805082/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Sales Manager Industrial D-A-CH-NL (m/w/d),Vertriebsberater/in,CAREL Deutschland GmbH,,Nordrhein-Westfalen,Deutschland,,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250523-27766383/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Sales Manager / Akquisiteur (m/w/d) im Gebäudedienstleistungsmanagement - Ost-Deutschland,Leiter/in - Vertrieb,HAPEKO Hanseatisches Personalkontor,Leipzig,Sachsen,Deutschland,04103,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fgkx2-b
Sales Manager,International Sales Manager Distributoren – Chemische Produkte (m/w/d),Leiter/in - Vertrieb,EXECURATER GmbH,München,Bayern,Deutschland,81671,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fi1xb-b
Sales Manager,SALES MANAGER (m/w/d) IM BEREICH SCHLÜSSELFERTIGBAU AM STANDORT DRESDEN,Leiter/in - Vertrieb,Bremer Leipzig GmbH,Dresden,Sachsen,Deutschland,01067,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fow2n-b
Sales Manager,Sales Manager Sicherheitstechnik (m|w|d) NRW,Vertriebsingenieur/in,Aarcon GbR Unternehmensberatung,München,Bayern,Deutschland,80636,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fj30p-b
Sales Manager,Area Sales Manager DACH (m/w/d) für werteorientiertes Familienunternehmen,Gebietsleiter/in - Außenwirtschaft,HAPEKO Hanseatisches Personalkontor,Oberdürenbach,Rheinland-Pfalz,Deutschland,56651,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-ei3wy-b
Sales Manager,After Sales Manager (m/w/d) Industrie & Maschinenbau,Industriemeister/in - Instandhaltung u. Kundendienst,HAPEKO Hanseatisches Personalkontor,Pfedelbach,Baden-Württemberg,Deutschland,74629,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-f9d25-b
Sales Manager,International Sales Manager (m/w/d) für Präzisionswerkzeuge,Berufsspezialist/in - Vertrieb,HAPEKO Hanseatisches Personalkontor,Remscheid,Nordrhein-Westfalen,Deutschland,42855,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-erx91-b
Sales Manager,Vertriebsmitarbeiter / Sales Manager (m/w/d) Recycling- & Projektmanagement,Vertriebs-Geschäftsführer/in,FormaTurf GmbH,"Essen, Ruhr",Nordrhein-Westfalen,Deutschland,45356,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fj2s4-b
Sales Manager,Area Sales Manager elektrische Antriebstechnik für Sachsen Sachsen-Anhalt (w/m/d),Vertriebstechniker/in,PERM4 | Permanent Recruiting GmbH,Leipzig,Sachsen,Deutschland,04103,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fi1rc-b
Sales Manager,District Sales Manager Commercial Sector (m/f/d),Leiter/in - Vertrieb,NetApp Deutschland GmbH,Düsseldorf,Nordrhein-Westfalen,Deutschland,40472,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fpuf6-b
Sales Manager,Sales Manager Spedition (m/w/d) im Raum Berlin,Kaufmann/-frau - Spedition und Logistikdienstleistung,"Dunkel, Vögele & Associates",Hamburg,Hamburg,Deutschland,20148,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-five3-b
Sales Manager,Sales Manager / Mitarbeiter Vertrieb (m/w/d) Industriemontage / technische Dienstleistung,Leiter/in - Vertrieb,W&K Gesellschaft für Industrietechnik mbH,"Faulbach, Unterfranken",Bayern,Deutschland,97906,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250511-25117065/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Vertriebsmitarbeiter / Sales Manager (m/w/d) im Außendienst / Raum Rhein-Neckar,Außendienstmitarbeiter/in,SCHWÄLBCHEN Frischdienst GmbH,"Heidelberg, Neckar",Baden-Württemberg,Deutschland,69115,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250513-27809779/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Sales Manager Mobility / Hunter Vertriebsgebiet Ost (m/w/d),Leiter/in - Vertrieb,UNION TANK Eckstein GmbH & Co. KG,,Berlin,Deutschland,,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250512-27652684/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Area Sales Manager (w/m/d) Region Berlin/Brandenburg,Gebietsleiter/in - Außenwirtschaft,Kalorimeta,Hamburg,Hamburg,Deutschland,20097,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fqrw7-b
Sales Manager,SALES MANAGER (m/w/d) IM BEREICH SCHLÜSSELFERTIGBAU FÜR DAS VERTRIEBSBÜRO AUGSBURG,Leiter/in - Vertrieb,Bremer Ingolstadt GmbH,"Augsburg, Bayern",Bayern,Deutschland,86167,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fqc2q-b
Sales Manager,Sales Representative (m/w/d) - Outbound | SaaS | Köln,Sales-Manager/in,Userlike UG,Köln,Nordrhein-Westfalen,Deutschland,50670,2025-05-19,2025-05-23,https://www.jobexport.de/job/4772230.html?exp=81&cid=abf33874-d5c4-4ec5-a411-6a18825215ab
Sales Manager,"Sales Manager (m/w/d) - MICE (Meetings, Incentives, Conventions, Events)",Sales-Manager/in,AHORN Panorama Hotel Oberhof,"Oberhof, Thüringen",Thüringen,Deutschland,98559,2025-05-20,2025-05-20,https://thaff-thueringen.de/Stellenangebote/verkaufsmitarbeiter-m-w-4-3-2-2-3-3-2-2-3-2-2-2-2-2-2-2-2
Sales Manager,HR Sales Manager - Internationale Beratung (m/w/d),Fachkaufmann/-frau - Vertrieb,Page Personnel Deutschland,München,Bayern,Deutschland,,2025-05-20,2025-05-20,https://www.haveanicejob.de/stellenanzeige/551763?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Dr. Födisch Umweltmesstechnik AG:  International Sales Manager (m/w/d),Sales-Manager/in,Dr. Födisch Umweltmesstechnik AG,Markranstädt,Sachsen,Deutschland,04420,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/255596
Sales Manager,accompio GmbH: Inside Sales Manager (m/w/d) - München/Kempten,Sales-Manager/in,accompio GmbH,München,Bayern,Deutschland,80639,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/278476
Sales Manager,"Senior Partner Sales Manager (f/m/d), München",Sales-Manager/in,LUY GmbH,München,Bayern,Deutschland,81669,2025-03-30,2025-05-08,https://www.finest-jobs.com/Stellenanzeige/Senior-Partner-Sales-Manager-F-M-D-1091528?cp=BA
Sales Manager,Vertriebsmitarbeiter/Technical Sales Manager (m/w/d) Sensortechnologien im Außendienst im Großra...,Sales-Manager/in,wenglor sensoric GmbH,Fulda,Hessen,Deutschland,36037,2025-05-19,2025-05-19,https://www.jobware.de/job/055735149?jw_chl_seg=ARBEITSAGENTUR
Sales Manager,"Junior Floor Manager  (w/m/d), Münster",Sales-Manager/in,Peek&Cloppenburg KG,"Münster, Westfalen",Nordrhein-Westfalen,Deutschland,48143,2025-02-14,2025-05-12,https://www.finest-jobs.com/Stellenanzeige/Junior-Floor-Manager-D-1093153?cp=BA
Sales Manager,"Inside Sales Mitarbeiter (m/w/d), Mönchengladbach",Sales-Manager/in,Logwin AG,Mönchengladbach,Nordrhein-Westfalen,Deutschland,41199,2025-02-10,2025-05-07,https://www.finest-jobs.com/Stellenanzeige/Inside-Sales-Mitarbeiter-D-1074900?cp=BA
Sales Manager,"Vertriebsinnendienst Software DACH (m/w/d), München",Sales-Manager/in,MVTec Software GmbH,München,Bayern,Deutschland,80634,2025-03-24,2025-04-30,https://www.finest-jobs.com/Stellenanzeige/Vertriebsinnendienst-Software-Dach-D-1108007?cp=BA
Sales Manager,"IT - Consultant Sales (m/w/d), Weeze",Sales-Manager/in,CHEFS CULINAR West GmbH & Co. KG,Weeze,Nordrhein-Westfalen,Deutschland,47652,2025-01-22,2025-05-14,https://www.finest-jobs.com/Stellenanzeige/It-Consultant-Sales-D-1081300?cp=BA
Sales Manager,Sales Manager Technischer Vertrieb Telekommunikation (m/w/d),Vertriebstechniker/in,50Hertz Transmission GmbH,Berlin,Berlin,Deutschland,10178,2025-03-14,2025-05-14,https://jobs.jobspreader.com/viewjob-4h2af?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=marketing-und-vertrieb&utm_term=sales-manager-technischer-vertrieb-telekommunikation-m-w-d
Sales Manager,"Junior Partner Manager (m/w/d), Jena",Sales-Manager/in,DAKO GmbH,Jena,Thüringen,Deutschland,07747,2025-01-02,2025-05-18,https://www.finest-jobs.com/Stellenanzeige/Junior-Partner-Manager-D-850077?cp=BA
Sales Manager,"Sales Manager (m/w/d) - Nordbayern,Nürnberg,Coburg,Bambe...",Sales-Manager/in,SELLWERK,Coburg,Bayern,Deutschland,96450,2025-03-09,2025-05-05,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-Nordbayern-536649?cp=BA
Sales Manager,"Sales Manager Süd (all genders), Elmshorn",Sales-Manager/in,Orlen Deutschland,Elmshorn,Schleswig-Holstein,Deutschland,25337,2025-03-06,2025-05-24,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-Sued-All-Genders-1100782?cp=BA
Sales Manager,Junior Sales Manager (m/w/d) Air and Sea,IT-Vertriebsbeauftragte/r,Page Personnel Deutschland,Kelsterbach,Hessen,Deutschland,,2025-05-19,2025-05-19,https://www.haveanicejob.de/stellenanzeige/551266?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,"Technical Sales Engineer (m/w/d), Pfalzgrafenweiler",Sales-Manager/in,KOCH Pac-Systeme GmbH,Pfalzgrafenweiler,Baden-Württemberg,Deutschland,72285,2024-11-08,2025-05-21,https://www.finest-jobs.com/Stellenanzeige/Technical-Sales-Engineer-D-1056210?cp=BA
Sales Manager,Spezialist Sales Transformation Change Kommunikation (w/m/d),Sales-Manager/in,TARGOBANK AG,Düsseldorf,Nordrhein-Westfalen,Deutschland,40212,2025-05-16,2025-05-16,https://jobs.jobspreader.com/viewjob-fmxrz?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=kommunikation&utm_term=spezialist-sales-transformation-change-kommunikation-w-m-d
Sales Manager,"Technical Pre-Sales Manager (m/w/d),Karlsruhe,Hamburg",Sales-Manager/in,INIT Mobility Software Solutions GmbH,"Karlsruhe, Baden",Baden-Württemberg,Deutschland,76131,2025-02-19,2025-05-12,https://www.finest-jobs.com/Stellenanzeige/Technical-Pre-Sales-Manager-D-1094719?cp=BA
Sales Manager,"Regionaler Vertriebsleiter (w/m/d) Mitte, Alsfeld",Sales-Manager/in,MRH Trowe & Lurse Benefits Brokers GmbH,Alsfeld,Hessen,Deutschland,36304,2025-02-01,2025-05-25,https://www.finest-jobs.com/Stellenanzeige/Regionaler-Vertriebsleiter-D-Mitte-967438?cp=BA
Sales Manager,"Regionaler Vertriebsleiter (w/m/d) Süd, München",Sales-Manager/in,MRH Trowe & Lurse Benefits Brokers GmbH,München,Bayern,Deutschland,81373,2025-02-01,2025-05-25,https://www.finest-jobs.com/Stellenanzeige/Regionaler-Vertriebsleiter-D-Sued-967436?cp=BA
Sales Manager,Sales Manager touristische Produkte (m/w/d) Vollzeit in Kleve oder hybrid,Sales-Manager/in,ValueNet Group,"Kleve, Niederrhein",Nordrhein-Westfalen,Deutschland,47533,2025-05-17,2025-05-20,https://www.jobexport.de/job/4771721.html?exp=81&cid=878b1546-a60c-4d01-a6c1-a86c37124ccc
Sales Manager,"Referent (m/w/d) Vertriebsprozesse und -systeme, Sindelfingen",Sales-Manager/in,HELMUT FISCHER GMBH,Sindelfingen,Baden-Württemberg,Deutschland,71069,2025-01-28,2025-05-26,https://www.finest-jobs.com/Stellenanzeige/Referent-D-Vertriebsprozesse-Und-Systeme-1084302?cp=BA
Sales Manager,Global Sales Expert (m/w/d) - Region Nordamerika,Sales-Manager/in,Rösler Oberflächentechnik GmbH,Untermerzbach,Bayern,Deutschland,96190,2025-05-15,2025-05-16,https://www.jobware.de/job/055676230?jw_chl_seg=ARBEITSAGENTUR
Sales Manager,"Area Sales Manager: Ostdeutschland (m/w/d), Salzburg HQ",Sales-Manager/in,TEXPORT HandelsgesmbH,Salzburg,Salzburg,Österreich,5020,2025-01-08,2025-05-16,https://www.finest-jobs.com/Stellenanzeige/Area-Sales-Manager-Ostdeutschland-D-960261?cp=BA
Sales Manager,"Area Sales Manager: International (m/w/d), Salzburg HQ",Sales-Manager/in,TEXPORT HandelsgesmbH,Salzburg,Salzburg,Österreich,5020,2024-12-20,2025-05-16,https://www.finest-jobs.com/Stellenanzeige/Area-Sales-Manager-International-D-1073131?cp=BA
Sales Manager,Sales Executive - Corporate Real Estate (w/m/d),Sales-Manager/in,aedifion,Köln,Nordrhein-Westfalen,Deutschland,50672,2025-05-14,2025-05-18,https://www.jobexport.de/job/4767523.html?exp=81&cid=a5f707f3-0996-4037-8209-2a77bed85b57
Sales Manager,"Area Sales Manager International (m/w/d), icotek Eschach",Sales-Manager/in,icotek GmbH & Co. KG,Eschach bei Schwäbisch Gmünd,Baden-Württemberg,Deutschland,73569,2024-08-30,2025-05-08,https://www.finest-jobs.com/Stellenanzeige/Area-Sales-Manager-International-D-895492?cp=BA
Sales Manager,Duales Masterstudium - Strategic Sales Management,Sales-Manager/in,enthus,Böblingen,Baden-Württemberg,Deutschland,71034,2025-05-13,2025-05-17,https://www.jobexport.de/job/4765138.html?exp=81&cid=7d0f0324-7962-40db-a79a-cac8f3751d0d
Sales Manager,Area Sales Manager FRI Betondach (m/w/d),Leiter/in - Vertrieb,DEUTSCHE ROCKWOOL GmbH & Co. KG,,Baden-Württemberg,Deutschland,,2025-05-15,2025-05-19,https://www.kalaydo.de/jobs/15355124/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Sales Manager / Vertriebsmitarbeiter / Verkäufer im Außendienst für die Region (m/w/d),Außendienstmitarbeiter/in,ESPERA-WERKE GmbH,,Niedersachsen,Deutschland,,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15212017/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Vertriebsmitarbeiter / Sales Manager Objekt Region Süd (m/w/d),Vertriebsberater/in,Solarlux GmbH,"Nürnberg, Mittelfranken",Bayern,Deutschland,90402,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15272220/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Area Sales Manager / Gebietsverkaufsleiter (m/w/d),Leiter/in - Verkauf (Handel),MECALUX GmbH,Hamburg,Hamburg,Deutschland,20095,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15279867/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,"Sales Manager (m/w/d) Online Marketing,Würzburg,Schweinfurt,...",Sales-Manager/in,SELLWERK,Aschaffenburg,Bayern,Deutschland,63739,2023-09-27,2025-05-23,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-Online-Marketing-898734?cp=BA
Sales Manager,"Sales Manager (m/w/d) Online Marketing,Nürnberg,Nürnberg,Wei...",Sales-Manager/in,SELLWERK,Treuchtlingen,Bayern,Deutschland,91757,2023-09-20,2025-04-30,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-Online-Marketing-895258?cp=BA
Sales Manager,"Sales Manager  (m/w/d) Onlinemarketing,Dresden,Plauen,Dresde...",Sales-Manager/in,SELLWERK,Dresden,Sachsen,Deutschland,01237,2023-04-04,2025-05-23,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-Onlinemarketing-827637?cp=BA
Sales Manager,"Channel Partner Coordinator (w/m/d), HMS Industrial Networks GmbH",Sales-Manager/in,HMS Industrial Networks GmbH,"Karlsruhe, Baden",Baden-Württemberg,Deutschland,76131,2025-05-27,2025-05-27,https://www.finest-jobs.com/Stellenanzeige/Channel-Partner-Coordinator-D-1120750?cp=BA
Sales Manager,Außendienstmitarbeiter Vertrieb Elektrotechnik / Sales Manager (m/w/d) Region Bremen I Niedersachsen,Außendienstmitarbeiter/in,straschu Holding GmbH,Stuhr,Niedersachsen,Deutschland,28816,2025-05-27,2025-05-28,https://www.persy.jobs/persy/l/job-fquv1-b
Sales Manager,(Junior) Sales Manager Interior VW Group / Stellantis (m/w/d),Sales-Manager/in,DRÄXLMAIER Group,,Bayern,Deutschland,84137,2025-05-12,2025-05-26,https://www.jobware.de/job/055617728?jw_chl_seg=ARBEITSAGENTUR
Sales Manager,Area Sales Manager (m/f/x) - Benelux,Leiter/in - Vertrieb,dp dreher partners gmbh & Co. KG,,,Belgien,,2025-05-12,2025-05-12,https://www.stellenanzeigen.de/job/detail/14607153/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,(Senior) Sales Manager Schwerpunkt New Business (m/w/d),Leiter/in - Vertrieb,NetCologne IT Services GmbH,Köln,Nordrhein-Westfalen,Deutschland,50829,2025-05-12,2025-05-12,https://www.stellenanzeigen.de/job/detail/15126310/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,"Inside Sales / Kundenbetreuer im Vertriebsinnendienst (w/m/d), Unterschleißheim",Sales-Manager/in,Keller & Kalmbach,Unterschleißheim,Bayern,Deutschland,85716,2025-05-09,2025-05-12,https://www.finest-jobs.com/Stellenanzeige/Inside-Sales-Kundenbetreuer-Im-Vertriebsinnendiens-1125439?cp=BA
Sales Manager,Area Sales Manager Food & Beverage (m/w/d) Süd-Deutschland,Food-and-Beverage-Manager/in,ProMinent Deutschland GmbH,"Rosenheim, Oberbayern",Bayern,Deutschland,,2025-05-23,2025-05-23,https://jobboard.onapply.de/listing/303490?source=arbeitsagentur
Sales Manager,Werde ein echter Life Changer! - Sales Consultant (m/w/d),Sales-Manager/in,Page Personnel Deutschland,Frankfurt am Main,Hessen,Deutschland,,2025-05-22,2025-05-22,https://www.haveanicejob.de/stellenanzeige/544463?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,"Regional Manager (m/w/d), University Hospital Sales",Sales-Manager/in,Biotest AG,Dreieich,Hessen,Deutschland,63303,2025-04-29,2025-05-30,https://www.jobexport.de/job/4749323.html?exp=81&cid=9c5e2806-0201-4801-96fb-30a5d00afb18
Sales Manager,"Sales Manager (m/w/d) Online Marketing,Karlsruhe,Mannheim,He...",Sales-Manager/in,SELLWERK,"Heidelberg, Neckar",Baden-Württemberg,Deutschland,69115,2025-05-08,2025-05-11,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-Online-Marketing-1124777?cp=BA
Sales Manager,"Quereinstieg als Kundenberater (m/w/d)  für Versicherungsprodukte & Nischenversicherungen, München",Sales-Manager/in,CHECK24,München,Bayern,Deutschland,80636,2025-05-08,2025-05-08,https://www.finest-jobs.com/Stellenanzeige/Quereinstieg-Als-Kundenberater-D-Fuerversicherungs-1124872?cp=BA
Sales Manager,Senior Sales Manager Interieur BMW / Next Mobility (m/w/d),Sales-Manager/in,DRÄXLMAIER Group,,Bayern,Deutschland,84137,2025-05-08,2025-05-08,https://www.jobware.de/job/055542753?jw_chl_seg=ARBEITSAGENTUR
Sales Manager,Regional Sales Manager (m/w/d) Südwestdeutschland - Oberflächenengineering - Surface Treatment,Sales-Manager/in,STRATEGY & ACTION International GmbH,,Baden-Württemberg,Deutschland,78554,2025-05-08,2025-05-08,https://www.jobware.de/job/055521890?jw_chl_seg=ARBEITSAGENTUR
Sales Manager,"Sales Manager Area Sales (d/m/w) für die Region Havelland, MVD Hauptsitz",Sales-Manager/in,Brandenburg Media GmbH & Co. KG,Potsdam,Brandenburg,Deutschland,14473,2025-05-26,2025-05-26,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-Area-Sales-D-Fuer-Die-Region-Havella-1080113?cp=BA
Sales Manager,Sales Manager / Key Account Manager Wasseraufbereitung (m/w/d),Leiter/in - Key Account Management,HAPEKO Hanseatisches Personalkontor,Mannheim,Baden-Württemberg,Deutschland,68165,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-ev4f1-b
Sales Manager,Vertriebsmitarbeiter / Sales Manager / Customer Success Manager aus Oberbayern im Innen- und (m/w/d),Vertriebsberater/in,DEFROMAT Heizelektrik GmbH & Co.,Regensburg,Bayern,Deutschland,93047,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250516-27894527/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,"Junior Area Sales Manager (m/k/d) Denmark, Kopenhagen",Sales-Manager/in,BRAX Denmark,,,Dänemark,,2025-05-05,2025-06-01,https://www.finest-jobs.com/Stellenanzeige/Junior-Area-Sales-Manager-M-K-D-Denmark-1112869?cp=BA
Sales Manager,Sales Manager Spedition / Vertriebsmitarbeiter Außendienst (m/w/d),Leiter/in - Vertrieb,Raben Trans European Germany GmbH,"Mittenwalde, Mark",Brandenburg,Deutschland,15749,2025-05-05,2025-05-16,https://www.berliner-jobanzeiger.de/job/detail/20250515-REG27675369/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,"Werkstudent:in (m/w/d) im Sales Support, EINHUNDERT Energie",Sales-Manager/in,EINHUNDERT Energie,Köln,Nordrhein-Westfalen,Deutschland,50825,2025-04-30,2025-05-01,https://www.finest-jobs.com/Stellenanzeige/Werkstudentin-D-Im-Sales-Support-1121950?cp=BA
Sales Manager,"Sales Specialist (m/w/d) keine Kaltakquise, Krankenversi ...",Sales-Manager/in,CHECK24,München,Bayern,Deutschland,80636,2025-04-30,2025-04-30,https://jobboard.onapply.de/listing/301600?source=arbeitsagentur
Sales Manager,Bid & Proposal Manager (all genders),Sales-Manager/in,]init[ AG,Berlin,Berlin,Deutschland,10997,2025-04-29,2025-05-30,https://www.jobexport.de/job/4746963.html?exp=81&cid=540b0940-14f3-4863-9d29-a4c8143b6a7d
Sales Manager,Sales Manager Freight Forwarding (f/m/d),Fachkraft - Marketing/Verkauf/Vertrieb,DP World Logistics Germany B. V. & Co. KG,Stuttgart,Baden-Württemberg,Deutschland,70173,2025-05-26,2025-05-26,https://www.jobboerse-direkt.de/stellenangebote/Sales-Manager-Freight-Forwarding-f-m-d-7588949
Sales Manager,Sales Manager / Verkäufer (m/w/d) im Bereich Luftfracht und Seefracht Export Import,Außenhandelsassistent/in,TCI Transcontainer International Holding GmbH,Biberach an der Riß,Baden-Württemberg,Deutschland,88400,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250524-27730456/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Sales Manager NSL (m|w|d) bundesweit,Leiter/in - Vertrieb,Aarcon GbR Unternehmensberatung,München,Bayern,Deutschland,80636,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fjd6n-b
Sales Manager,Sales Manager Medical & Microscopy (m/w/d),"Fachverkäufer/in - Medizintechnik, med. Einrichtungen",IDS Imaging Development Systems GmbH,Obersulm,Baden-Württemberg,Deutschland,74182,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-f6wta-b
Sales Manager,Sales Manager Sicherheitstechnik (m|w|d) Sachsen,Leiter/in - Vertrieb,Aarcon Gbr,München,Bayern,Deutschland,81373,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fhn1s-b
Sales Manager,Sales Manager Sicherheitstechnik (m|w|d) Berlin,Leiter/in - Vertrieb,Aarcon GbR Unternehmensberatung,München,Bayern,Deutschland,80636,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fp9vx-b
Sales Manager,Sales Manager (m/w/d) Maschinenbau - Iberische Halbinsel & Südamerika (MM1655),Leiter/in - Vertrieb,Corventis Executive Consultants,"Ravensburg, Württemberg",Baden-Württemberg,Deutschland,88213,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fivn3-b
Sales Manager,Area Sales Manager (m/w/d) Raum Stuttgart im Bereich Netzwerktechnik/IT,Vertriebsingenieur/in,HAPEKO Hanseatisches Personalkontor,Stuttgart,Baden-Württemberg,Deutschland,70178,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fis2o-b
Sales Manager,"Channel Partner Coordinator (w/m/d), HMS Industrial Networks GmbH",Sales-Manager/in,HMS Industrial Networks GmbH,"Karlsruhe, Baden",Baden-Württemberg,Deutschland,76131,2025-05-26,2025-05-26,https://www.finest-jobs.com/Stellenanzeige/Channel-Partner-Coordinator-D-1120750?cp=BA
Sales Manager,Sales Manager - Digital Marketing (m/w/d/x),Fachkaufmann/-frau - Vertrieb,ShopFully S.p.A.,Dresden,Sachsen,Deutschland,01067,2025-05-02,2025-05-02,https://www.jobboerse-direkt.de/stellenangebote/Sales-Manager-Digital-Marketing-m-w-d-x-7588961
Sales Manager,Communardo GmbH: Sales Operations & Billing Specialist (m/w/d),Sales-Manager/in,Communardo GmbH,Dresden,Sachsen,Deutschland,01129,2025-05-20,2025-05-25,https://www.empfehlungsbund.de/job/281381
Sales Manager,Kontron AIS GmbH: Inside Sales  (m/w/d) Fabrikautomation,Sales-Manager/in,Kontron AIS GmbH,Dresden,Sachsen,Deutschland,01237,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/280533
Sales Manager,Junior Sales Consultant (m/w/d) - B2B - remote,Sales-Manager/in,HR4YOU AG,Neuss,Nordrhein-Westfalen,Deutschland,41460,2025-04-23,2025-05-22,https://deutschland-stellenmarkt.de/job_show.php?id=bfa$bfa_11112-719-1686314-0-S
Sales Manager,International Sales Manager / Business Development Manager (all genders) Nordeuropa 100% Remote,Business-Development-Manager/in,HAPEKO Hanseatisches Personalkontor,Berlin,Berlin,Deutschland,10117,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-evrfk-b
Sales Manager,"Channel Manager (m/f/d) , DRACOON GmbH",Sales-Manager/in,DRACOON GmbH,,,Deutschland,,2025-04-22,2025-06-01,https://www.finest-jobs.com/Stellenanzeige/Channel-Manager-M-F-D-1119216?cp=BA
Sales Manager,Senior Sales Manager - Custom Managed IT Services (m/w/d),Sales-Manager/in,operational services GmbH & Co. KG,Berlin,Berlin,Deutschland,10587,2025-04-28,2025-04-28,https://www.jobware.de/job/055343787?jw_chl_seg=ARBEITSAGENTUR
